subject_id,condition,channel,band,lowcut,highcut,correlation_direct,pvalue_direct,correlation_max_lagged,optimal_lag_ms,env_source
2,VIZ,EEG-ch24,delta,0.5,4,0.0227550906662849,1.69659222042908e-10,0.032117034204268584,199.21875,env_delta
2,VIZ,EEG-ch25,delta,0.5,4,0.025097052890719854,1.867120582328751e-12,0.04141195856692214,218.75,env_delta
2,VIZ,EEG-ch26,delta,0.5,4,0.01679376048493969,2.4392310237290043e-06,0.027381401121563002,222.65625,env_delta
2,VIZ,EEG-ch27,delta,0.5,4,0.014765881353685636,3.413640143850907e-05,0.02204731592830084,195.3125,env_delta
2,VIZ,EEG-ch29,delta,0.5,4,0.009574004034197212,0.0072139607612125775,-0.01241568946967658,500.0,env_delta
2,VIZ,EEG-ch30,delta,0.5,4,-0.005440028214158655,0.12685063984202713,-0.01797280865635189,500.0,env_delta
2,VIZ,EEG-ch31,delta,0.5,4,0.022914437284320802,1.2652180584192376e-10,0.033721011239101074,-128.90625,env_delta
2,VIZ,EEG-ch32,delta,0.5,4,0.007109290210946718,0.046032356687203325,0.024375102353868104,-160.15625,env_delta
2,VIZ,EEG-ch1,theta,4.0,8,0.00549249420113235,0.12322835369271734,-0.00804850401843408,-101.5625,env_theta
2,VIZ,EEG-ch2,theta,4.0,8,0.00454063162898452,0.20257894574557123,0.008539810412627255,-183.59375,env_theta
2,VIZ,EEG-ch3,theta,4.0,8,0.005306985885745225,0.13640750706045549,-0.007765416049657987,-101.5625,env_theta
2,VIZ,EEG-ch4,theta,4.0,8,0.004841277519097082,0.17427031257131867,-0.007324853936784355,-105.46875,env_theta
2,VIZ,EEG-ch5,theta,4.0,8,0.0015093625218373227,0.6718788751338183,0.009066695202886737,-187.5,env_theta
2,VIZ,EEG-ch6,theta,4.0,8,0.0011446374621316485,0.7480449688297869,0.006115891533469354,-191.40625,env_theta
2,VIZ,EEG-ch7,theta,4.0,8,-0.00037080800403778424,0.9171222152848763,-0.006513027869224319,261.71875,env_theta
2,VIZ,EEG-ch8,theta,4.0,8,0.0009054318634402962,0.7994258188826474,0.010927185918055516,-328.125,env_theta
2,VIZ,EEG-ch9,theta,4.0,8,0.0009464608723950893,0.7905440514625472,-0.011582664985516843,-261.71875,env_theta
2,VIZ,EEG-ch10,theta,4.0,8,0.004416395001175745,0.21520721470067725,-0.0142602542278762,-246.09375,env_theta
2,VIZ,EEG-ch11,theta,4.0,8,0.0005367442016028499,0.8802708531602272,-0.007959124610709334,-257.8125,env_theta
2,VIZ,EEG-ch12,theta,4.0,8,-0.005290894048808219,0.13760014575729304,0.00780090715474384,-332.03125,env_theta
2,VIZ,EEG-ch14,theta,4.0,8,-0.0014754219266177012,0.678840383205709,-0.014826771328753447,-250.0,env_theta
2,VIZ,EEG-ch15,theta,4.0,8,-0.0011834475829249928,0.7398065451817619,0.015558437991594523,207.03125,env_theta
2,VIZ,EEG-ch16,theta,4.0,8,-0.004348289905391222,0.22236596234344821,0.009589837938632977,-328.125,env_theta
2,VIZ,EEG-ch17,theta,4.0,8,-0.0021694719175702243,0.5426457926461236,-0.007805048621042309,500.0,env_theta
2,VIZ,EEG-ch20,theta,4.0,8,-0.0034317590247626138,0.3355208715395821,-0.01162319597075728,468.75,env_theta
2,VIZ,EEG-ch21,theta,4.0,8,-0.009139845157600896,0.010318860212830152,0.010352227245131962,101.5625,env_theta
2,VIZ,EEG-ch22,theta,4.0,8,-0.007894271722738572,0.026733019936525833,-0.012627816225099698,-250.0,env_theta
